Timber Ratio,Furnace Area,Test Time,Fuel Consumption
0.08,70.0,1.0,27072241234.3,
0.08,70.0,0.75,24957476845.2,
0.08,70.0,0.5,22506676149.3,
0.08,70.0,0.25,19170640521.2,
0.08,90.0,2.0,62141893112.1,
0.08,90.0,1.75,59903573937.6,
0.08,90.0,1.5,57576307323.7,
0.08,90.0,1.25,55101515587.7,
0.08,90.0,1.0,52390066068.0,
0.08,90.0,0.75,49274636931.7,
0.08,90.0,0.5,45366364802.1,
0.08,90.0,0.25,39461977453.1,
0.07,140.0,2.0,2.09618398089e+11,
0.07,140.0,1.75,2.04671094624e+11,
0.07,140.0,1.5,1.99225204178e+11,
0.07,140.0,1.25,1.93066791554e+11,
0.07,140.0,1.0,1.85853969494e+11,
0.07,140.0,0.75,1.76938075249e+11,
0.07,140.0,0.5,1.64869084673e+11,
0.07,140.0,0.25,1.45105965559e+11,
0.08,110.0,2.0,1.05372471996e+11,
0.08,110.0,1.75,1.02442110607e+11,
0.08,110.0,1.5,99303325283.6,
0.08,110.0,1.25,95849581073.4,
0.08,110.0,1.0,91916066720.5,
0.08,110.0,0.75,87190903145.1,
0.08,110.0,0.5,80963285169.4,
0.08,110.0,0.25,71024344632.2,
0.07,150.0,2.0,2.55448925913e+11,
0.07,150.0,1.75,2.49687089972e+11,
0.07,150.0,1.5,2.43297626266e+11,
0.07,150.0,1.25,2.36019546071e+11,
0.07,150.0,1.0,2.27432174127e+11,
0.07,150.0,0.75,2.16738841084e+11,
0.07,150.0,0.5,2.02160520134e+11,
0.07,150.0,0.25,1.78115729694e+11,
0.08,100.0,2.0,81577518748.7,
0.08,100.0,1.75,79032039569.4,
0.08,100.0,1.5,76344405772.3,
0.08,100.0,1.25,73434247999.8,
0.08,100.0,1.0,70177974425.9,
0.08,100.0,0.75,66343290787.5,
0.08,100.0,0.5,61395618368.2,
0.08,100.0,0.25,53677742055.2,
0.08,150.0,2.0,2.53010529765e+11,
0.08,150.0,1.75,2.47569714811e+11,
0.08,150.0,1.5,2.41503877657e+11,
0.08,150.0,1.25,2.34551704967e+11,
0.08,150.0,1.0,2.26294854009e+11,
0.08,150.0,0.75,2.15937182184e+11,
0.08,150.0,0.5,2.01695817166e+11,
0.08,150.0,0.25,1.77980757212e+11,
0.09,90.0,2.0,60724588525.3,
0.09,90.0,1.75,58671385227.5,
0.09,90.0,1.5,56530877296.9,
0.09,90.0,1.25,54244647301.8,
0.09,90.0,1.0,51723084156.7,
0.09,90.0,0.75,48801769136.7,
0.09,90.0,0.5,45090146398.4,
0.09,90.0,0.25,39380989810.6,
0.09,80.0,2.0,45363083008.1,
0.09,80.0,1.75,43529295843.3,
0.09,80.0,1.5,41648929042.1,
0.09,80.0,1.25,39681197044.5,
0.09,80.0,1.0,37565273080.7,
0.09,80.0,0.75,35187754412.7,
0.09,80.0,0.5,32276727963.8,
0.09,80.0,0.25,27991981808.9,
0.08,120.0,2.0,1.33971589989e+11,
0.08,120.0,1.75,1.30568624708e+11,
0.08,120.0,1.5,1.26876852674e+11,
0.08,120.0,1.25,1.22758939039e+11,
0.08,120.0,1.0,1.1800094581e+11,
0.08,120.0,0.75,1.12195939696e+11,
0.08,120.0,0.5,1.04423284172e+11,
0.08,120.0,0.25,91814865966.1,
0.08,130.0,2.0,1.67817288045e+11,
0.08,130.0,1.75,1.6384444663e+11,
0.08,130.0,1.5,1.59487278252e+11,
0.08,130.0,1.25,1.54572666398e+11,
0.08,130.0,1.0,1.48828617795e+11,
0.08,130.0,0.75,1.41736617646e+11,
0.08,130.0,0.5,1.32129480296e+11,
0.08,130.0,0.25,1.16362387334e+11,
0.08,140.0,2.0,2.07350355868e+11,
0.08,140.0,1.75,2.02701195735e+11,
0.08,140.0,1.5,1.97555999657e+11,
0.08,140.0,1.25,1.91700474672e+11,
0.08,140.0,1.0,1.84794757408e+11,
0.08,140.0,0.75,1.7619102503e+11,
0.08,140.0,0.5,1.64435714396e+11,
0.08,140.0,0.25,1.4497999042e+11,
0.09,70.0,2.0,33455430950.4,
0.09,70.0,1.75,31784774332.6,
0.09,70.0,1.5,30098133471.6,
0.09,70.0,1.25,28369064016.6,
0.09,70.0,1.0,26559436981.8,
0.09,70.0,0.75,24593519468.4,
0.09,70.0,0.5,22293336743.0,
0.09,70.0,0.25,19107652180.9,
0.1,70.0,2.0,32367600810.0,
0.1,70.0,1.75,30840821200.9,
0.1,70.0,1.5,29298447013.3,
0.1,70.0,1.25,27713551213.5,
0.1,70.0,1.0,26048672409.0,
0.1,70.0,0.75,24230469082.3,
0.1,70.0,0.5,22080232237.6,
0.1,70.0,0.25,19044662229.9,
0.09,140.0,2.0,2.05087949984e+11,
0.09,140.0,1.75,2.00735450769e+11,
0.09,140.0,1.5,1.95889750932e+11,
0.09,140.0,1.25,1.90336139193e+11,
0.09,140.0,1.0,1.83736600397e+11,
0.09,140.0,0.75,1.75444416313e+11,
0.09,140.0,0.5,1.64002444768e+11,
0.09,140.0,0.25,1.44854014476e+11,
0.09,130.0,2.0,1.65725444748e+11,
0.09,130.0,1.75,1.62026372228e+11,
0.09,130.0,1.5,1.5794573559e+11,
0.09,130.0,1.25,1.53310055439e+11,
0.09,130.0,1.0,1.47848707824e+11,
0.09,130.0,0.75,1.41044696092e+11,
0.09,130.0,0.5,1.31727572373e+11,
0.09,130.0,0.25,1.16245408721e+11,
0.09,110.0,2.0,1.03620446054e+11,
0.09,110.0,1.75,1.00918624229e+11,
0.09,110.0,1.5,98010814106.2,
0.09,120.0,2.0,1.32049982216e+11,
0.09,110.0,1.25,94790392026.8,
0.09,120.0,1.75,1.288980423e+11,
0.09,110.0,1.0,91092766585.3,
0.09,120.0,1.5,1.2545993396e+11,
0.09,110.0,0.75,86608485620.1,
0.09,120.0,1.25,1.21598072132e+11,
0.09,110.0,0.5,80624173222.6,
0.09,120.0,1.0,1.17099332847e+11,
0.09,110.0,0.25,70925360977.4,
0.09,120.0,0.75,1.11558750936e+11,
0.09,120.0,0.5,1.04052761465e+11,
0.09,120.0,0.25,91706884761.8,
0.09,100.0,2.0,79993882904.4,
0.09,100.0,1.75,77654886815.0,
0.09,100.0,1.5,75175854682.6,
0.09,100.0,1.25,72476492446.5,
0.09,100.0,1.0,69432931832.3,
0.09,100.0,0.75,65815662649.6,
0.09,100.0,0.5,61087942836.4,
0.09,100.0,0.25,53587756194.1,
0.09,150.0,2.0,2.50577430516e+11,
0.09,150.0,1.75,2.45456248557e+11,
0.09,150.0,1.5,2.39712918154e+11,
0.09,150.0,1.25,2.33085708276e+11,
0.09,150.0,1.0,2.25158514667e+11,
0.09,150.0,0.75,2.1513593284e+11,
0.09,150.0,0.5,2.01231206762e+11,
0.09,150.0,0.25,1.7784578398e+11,
0.1,110.0,2.0,1.01875358685e+11,
0.1,110.0,1.75,99400232590.2,
0.1,110.0,1.5,96721892443.7,
0.1,110.0,1.25,93733726534.7,
0.1,110.0,1.0,90270830775.3,
0.1,110.0,0.75,86026644593.5,
0.1,110.0,0.5,80285197445.7,
0.1,110.0,0.25,70826376287.6,
0.1,130.0,2.0,1.63639637955e+11,
0.1,130.0,1.75,1.6021272963e+11,
0.1,130.0,1.5,1.56407326501e+11,
0.1,130.0,1.25,1.52049594081e+11,
0.1,130.0,1.0,1.46869943544e+11,
0.1,130.0,0.75,1.40353254833e+11,
0.1,130.0,0.5,1.31325775088e+11,
0.1,130.0,0.25,1.16128429235e+11,
0.1,120.0,2.0,1.30134840338e+11,
0.1,120.0,1.75,1.27232204655e+11,
0.1,120.0,1.5,1.24046362527e+11,
0.1,120.0,1.25,1.20439537989e+11,
0.1,120.0,1.0,1.16198966368e+11,
0.1,120.0,0.75,1.10922086494e+11,
0.1,120.0,0.5,1.03682360945e+11,
0.1,120.0,0.25,91598902610.7,
0.1,80.0,2.0,44117097301.1,
0.1,80.0,1.75,42445992007.8,
0.1,80.0,1.5,40729598705.3,
0.1,80.0,1.25,38927384652.4,
0.1,80.0,1.0,36977725163.5,
0.1,80.0,0.75,34770318649.2,
0.1,80.0,0.5,32032171670.6,
0.1,80.0,0.25,27919991715.6,
0.1,100.0,2.0,78417690460.5,
0.1,100.0,1.75,76283212506.6,
0.1,100.0,1.5,74011164887.6,
0.1,100.0,1.25,71521354130.1,
0.1,100.0,1.0,68689391598.2,
0.1,100.0,0.75,65288673356.0,
0.1,100.0,0.5,60780420618.6,
0.1,100.0,0.25,53497769193.1,
0.1,90.0,2.0,59315230113.9,
0.1,90.0,1.75,57445075343.1,
0.1,90.0,1.5,55489603705.9,
0.1,90.0,1.25,53390578931.6,
0.1,90.0,1.0,51057765378.5,
0.1,90.0,0.75,48329615057.3,
0.1,90.0,0.5,44814102638.2,
0.1,90.0,0.25,39300000902.0,
0.1,140.0,2.0,2.02831195544e+11,
0.1,140.0,1.75,1.98773859637e+11,
0.1,140.0,1.5,1.9422644741e+11,
0.1,140.0,1.25,1.8897379429e+11,
0.1,140.0,1.0,1.82679502423e+11,
0.1,140.0,0.75,1.7469825043e+11,
0.1,140.0,0.5,1.63569276141e+11,
0.1,140.0,0.25,1.44728037725e+11,
0.11,120.0,2.0,1.2822619608e+11,
0.11,120.0,1.75,1.25571120711e+11,
0.11,120.0,1.5,1.22636131305e+11,
0.11,120.0,1.25,1.19283350636e+11,
0.11,120.0,1.0,1.15299852503e+11,
0.11,120.0,0.75,1.10285948421e+11,
0.11,120.0,0.5,1.03312083127e+11,
0.11,120.0,0.25,91490919509.5,
0.11,90.0,2.0,57913894911.2,
0.11,90.0,1.75,56224678031.4,
0.11,90.0,1.5,54452488524.5,
0.11,90.0,1.25,52539276410.8,
0.11,90.0,1.0,50394123111.3,
0.11,90.0,0.75,47858179254.2,
0.11,90.0,0.5,44538234614.9,
0.11,90.0,0.25,39219010722.2,
0.11,110.0,2.0,1.00137252927e+11,
0.11,110.0,1.75,97886950562.0,
0.11,110.0,1.5,95436555170.1,
0.11,110.0,1.25,92679473749.4,
0.11,110.0,1.0,89450267092.9,
0.11,100.0,2.0,76848999358.2,
0.11,110.0,0.75,85445382677.4,
0.11,100.0,1.75,74917039641.7,
0.11,110.0,0.5,79946358475.6,
0.11,100.0,1.5,72850334216.1,
0.11,110.0,0.25,70727390559.1,
0.11,100.0,1.25,70568785903.0,
0.11,100.0,1.0,67947363866.0,
0.11,100.0,0.75,64762326338.7,
0.11,100.0,0.5,60473052557.9,
0.11,100.0,0.25,53407781048.0,
0.11,80.0,2.0,42879572235.0,
0.11,80.0,1.75,41368978525.7,
0.11,80.0,1.5,39814721641.2,
0.11,80.0,1.25,38176540804.5,
0.11,80.0,1.0,36392041127.7,
0.11,80.0,0.75,34353692273.1,
0.11,80.0,0.5,31787818243.2,
0.11,80.0,0.25,27848000196.0,
0.11,70.0,2.0,31288333852.8,
0.11,70.0,1.75,29903311346.8,
0.11,70.0,1.5,28503358126.7,
0.11,70.0,1.25,27061691802.3,
0.11,70.0,1.0,25539972023.4,
0.11,70.0,0.75,23868334391.2,
0.11,70.0,0.5,21867364683.7,
0.11,70.0,0.25,18981670660.7,
0.1,150.0,2.0,2.4814963888e+11,
0.1,150.0,1.75,2.43346689337e+11,
0.1,150.0,1.5,2.37924737228e+11,
0.1,150.0,1.25,2.31621563529e+11,
0.1,150.0,1.0,2.2402315934e+11,
0.1,150.0,0.75,2.14335094139e+11,
0.1,150.0,0.5,2.00766689211e+11,
0.1,150.0,0.25,1.77710809998e+11,
0.12,90.0,2.0,56520665685.6,
0.12,90.0,1.75,55010232785.2,
0.12,90.0,1.5,53419539406.0,
0.12,90.0,1.25,51690725746.8,
0.12,90.0,1.0,49732170732.6,
0.12,90.0,0.75,47387466290.4,
0.12,90.0,0.5,44262543421.7,
0.12,90.0,0.25,39138019266.3,
0.12,80.0,2.0,41650617536.7,
0.12,80.0,1.75,40298312218.6,
0.12,80.0,1.5,38904314749.2,
0.12,80.0,1.25,37428654507.4,
0.12,80.0,1.0,35808238912.2,
0.12,80.0,0.75,33937881481.6,
0.12,80.0,0.5,31543669123.7,
0.12,80.0,0.25,27776007244.1,
0.12,100.0,2.0,75287871712.2,
0.12,100.0,1.75,73556395362.9,
0.12,100.0,1.5,71693364571.1,
0.12,100.0,1.25,69618772856.4,
0.12,100.0,1.0,67206858774.8,
0.12,100.0,0.75,64236625025.2,
0.12,100.0,0.5,60165839491.3,
0.12,100.0,0.25,53317791754.5,
0.11,150.0,2.0,2.45727167005e+11,
0.11,150.0,1.75,2.41241036673e+11,
0.11,150.0,1.5,2.36139325716e+11,
0.11,150.0,1.25,2.30159278256e+11,
0.11,150.0,1.0,2.22888791266e+11,
0.11,150.0,0.75,2.13534667162e+11,
0.11,150.0,0.5,2.00302264798e+11,
0.11,150.0,0.25,1.77575835262e+11,
0.11,130.0,2.0,1.61559890901e+11,
0.11,130.0,1.75,1.58403523506e+11,
0.11,130.0,1.5,1.5487204273e+11,
0.11,130.0,1.25,1.50791293628e+11,
0.11,130.0,1.0,1.45892329855e+11,
0.11,130.0,0.75,1.39662295515e+11,
0.11,130.0,0.5,1.30924088869e+11,
0.11,130.0,0.25,1.16011448876e+11,
0.12,70.0,2.0,30217797213.2,
0.12,70.0,1.75,28972349659.2,
0.12,70.0,1.5,27712923331.7,
0.12,70.0,1.25,26413077015.6,
0.12,70.0,1.0,25033360262.5,
0.12,70.0,0.75,23507124058.9,
0.12,70.0,0.5,21654736086.3,
0.12,70.0,0.25,18918677465.8,
0.11,140.0,2.0,2.00580109428e+11,
0.11,140.0,1.75,1.96816423973e+11,
0.11,140.0,1.5,1.92566080182e+11,
0.11,140.0,1.25,1.87613449131e+11,
0.11,140.0,1.0,1.8162346744e+11,
0.11,140.0,0.75,1.73952528703e+11,
0.11,140.0,0.5,1.63136208859e+11,
0.11,140.0,0.25,1.44602060165e+11,
0.13,80.0,2.0,40430349069.0,
0.13,80.0,1.75,39234056208.6,
0.13,80.0,1.5,37998401231.2,
0.13,80.0,1.25,36683721001.7,
0.13,80.0,1.0,35226336469.7,
0.13,80.0,0.75,33522892501.6,
0.13,80.0,0.5,31299725781.3,
0.13,80.0,0.25,27704012853.7,
0.12,130.0,2.0,1.59486228807e+11,
0.12,130.0,1.75,1.56598760467e+11,
0.12,130.0,1.5,1.53339877914e+11,
0.12,130.0,1.25,1.49535165379e+11,
0.12,130.0,1.0,1.44915871655e+11,
0.12,130.0,0.75,1.38971819782e+11,
0.12,130.0,0.5,1.30522514144e+11,
0.12,130.0,0.25,1.15894467638e+11,
0.13,70.0,2.0,29156156757.7,
0.13,70.0,1.75,28048039800.5,
0.13,70.0,1.5,26927197737.7,
0.13,70.0,1.25,25767566368.6,
0.13,70.0,1.0,24528861521.3,
0.13,70.0,0.75,23146846746.7,
0.13,70.0,0.5,21442348445.1,
0.13,70.0,0.25,18855682637.6,
0.12,140.0,2.0,1.98334710152e+11,
0.12,140.0,1.75,1.9486314701e+11,
0.12,140.0,1.5,1.90908641896e+11,
0.12,140.0,1.25,1.86255112916e+11,
0.12,140.0,1.0,1.80568499438e+11,
0.12,140.0,0.75,1.73207252488e+11,
0.12,140.0,0.5,1.627032433e+11,
0.12,140.0,0.25,1.44476081792e+11,
0.12,110.0,2.0,98406175025.7,
0.12,110.0,1.75,96378796181.5,
0.12,110.0,1.5,94154800259.6,
0.12,110.0,1.25,91627601714.5,
0.12,110.0,1.0,88631083368.1,
0.12,110.0,0.75,84864702510.3,
0.12,110.0,0.5,79607656974.4,
0.12,110.0,0.25,70628403788.2,
0.12,120.0,2.0,1.26324083668e+11,
0.12,120.0,1.75,1.23914801855e+11,
0.12,120.0,1.5,1.21229235623e+11,
0.12,120.0,1.25,1.18129449606e+11,
0.12,120.0,1.0,1.14401997394e+11,
0.12,120.0,0.75,1.09650338779e+11,
0.12,120.0,0.5,1.02941928534e+11,
0.12,120.0,0.25,91382935455.0,
0.12,150.0,2.0,2.43310028376e+11,
0.12,150.0,1.75,2.3913929139e+11,
0.12,150.0,1.5,2.34356675728e+11,
0.12,150.0,1.25,2.28698860013e+11,
0.12,150.0,1.0,2.21755413711e+11,
0.12,150.0,0.75,2.12734653016e+11,
0.12,150.0,0.5,1.99837933831e+11,
0.12,150.0,0.25,1.77440859771e+11,
0.13,90.0,2.0,55135629848.8,
0.13,90.0,1.75,53801783809.4,
0.13,130.0,2.0,1.57418678681e+11,
0.13,90.0,1.5,52390768680.1,
0.13,130.0,1.75,1.54798448875e+11,
0.13,90.0,1.25,50844917549.7,
0.13,130.0,1.5,1.51810827398e+11,
0.13,90.0,1.0,49071921613.5,
0.13,130.0,1.25,1.48281220509e+11,
0.13,90.0,0.75,46917480727.2,
0.13,130.0,1.0,1.43940573854e+11,
0.13,90.0,0.5,43987030147.5,
0.13,130.0,0.75,1.38281829286e+11,
0.13,130.0,0.5,1.30121051346e+11,
0.13,90.0,0.25,39057026529.0,
0.13,130.0,0.25,1.1577748552e+11,
0.13,100.0,2.0,73734373159.9,
0.13,100.0,1.75,72201310340.3,
0.13,100.0,1.5,70540261330.6,
0.13,100.0,1.25,68671303488.7,
0.13,100.0,1.0,66467886458.7,
0.13,100.0,0.75,63711572838.8,
0.13,100.0,0.5,59858782249.6,
0.13,100.0,0.25,53227801308.0,
0.13,110.0,2.0,96682173985.9,
0.13,110.0,1.75,94875790217.8,
0.13,110.0,1.5,92876628363.8,
0.13,110.0,1.25,90578097864.7,
0.13,110.0,1.0,87813287439.4,
0.13,110.0,0.75,84284606737.7,
0.13,110.0,0.5,79269093610.0,
0.13,110.0,0.25,70529415970.9,
0.13,140.0,2.0,1.96095017626e+11,
0.13,140.0,1.75,1.92914033338e+11,
0.13,140.0,1.5,1.89254126526e+11,
0.13,140.0,1.25,1.84898794781e+11,
0.13,140.0,1.0,1.79514602338e+11,
0.13,140.0,0.75,1.72462423073e+11,
0.13,140.0,0.5,1.62270379772e+11,
0.13,140.0,0.25,1.44350102604e+11,
0.13,120.0,2.0,1.24428539525e+11,
0.13,120.0,1.75,1.22263261635e+11,
0.13,120.0,1.5,1.19825672919e+11,
0.13,120.0,1.25,1.16977764429e+11,
0.13,120.0,1.0,1.13505407184e+11,
0.13,120.0,0.75,1.09015259629e+11,
0.13,120.0,0.5,1.02571897689e+11,
0.13,120.0,0.25,91274950443.6,
0.13,150.0,2.0,2.40898237662e+11,
0.13,150.0,1.75,2.37041455469e+11,
0.13,150.0,1.5,2.32576780497e+11,
0.13,150.0,1.25,2.27240316338e+11,
0.13,150.0,1.0,2.20623029923e+11,
0.13,150.0,0.75,2.11935052794e+11,
0.13,150.0,0.5,1.99373696603e+11,
0.13,150.0,0.25,1.77305883521e+11,
0.14,120.0,2.0,1.22539602023e+11,
0.14,120.0,1.75,1.20616515523e+11,
0.14,120.0,1.5,1.1842544251e+11,
0.14,120.0,1.25,1.15828283925e+11,
0.14,120.0,1.0,1.12610088014e+11,
0.14,130.0,2.0,1.55357269124e+11,
0.14,120.0,0.75,1.08380713029e+11,
0.14,130.0,1.75,1.53002598649e+11,
0.14,120.0,0.5,1.02201991112e+11,
0.14,130.0,1.5,1.5028488805e+11,
0.14,120.0,0.25,91166964471.9,
0.14,130.0,1.25,1.47029399995e+11,
0.14,130.0,1.0,1.42966441348e+11,
0.14,130.0,0.75,1.37592325667e+11,
0.14,130.0,0.5,1.29719700897e+11,
0.14,130.0,0.25,1.15660502518e+11,
0.14,70.0,2.0,28103578940.5,
0.14,70.0,1.75,27130486316.8,
0.14,70.0,1.5,26146237349.7,
0.14,70.0,1.25,25125180597.1,
0.14,70.0,1.0,24026500136.5,
0.14,70.0,0.75,22787511108.2,
0.14,70.0,0.5,21230203749.9,
0.14,70.0,0.25,18792686168.3,
0.14,80.0,2.0,39218887287.9,
0.14,80.0,1.75,38176278478.7,
0.14,80.0,1.5,37097009205.1,
0.14,80.0,1.25,35941740398.2,
0.14,80.0,1.0,34646351677.6,
0.14,80.0,0.75,33108731504.4,
0.14,80.0,0.5,31055989626.4,
0.14,80.0,0.25,27632017018.4,
0.14,100.0,2.0,72188572314.3,
0.14,100.0,1.75,70851818257.2,
0.14,100.0,1.5,69391032850.9,
0.14,100.0,1.25,67726369217.9,
0.14,100.0,1.0,65730457045.8,
0.14,100.0,0.75,63187173198.3,
0.14,100.0,0.5,59551881657.1,
0.14,100.0,0.25,53137809704.0,
0.14,90.0,2.0,53758878527.2,
0.14,90.0,1.75,52599379151.2,
0.14,90.0,1.5,51366192513.3,
0.14,90.0,1.25,50001846207.5,
0.14,90.0,1.0,48413389078.0,
0.14,90.0,0.75,46448227085.4,
0.14,90.0,0.5,43711695837.9,
0.14,90.0,0.25,38976032504.9,
0.14,110.0,2.0,94965301156.4,
0.14,110.0,1.75,93377955775.7,
0.14,110.0,1.5,91602042426.3,
0.14,110.0,1.25,89530951875.0,
0.14,110.0,1.0,86996887095.2,
0.14,110.0,0.75,83705097954.7,
0.14,110.0,0.5,78930668998.6,
0.14,110.0,0.25,70430427103.1,
0.15,80.0,2.0,38016356190.2,
0.15,80.0,1.75,37125050930.5,
0.15,80.0,1.5,36200170820.2,
0.15,80.0,1.25,35202716819.1,
0.15,80.0,1.0,34068302403.5,
0.15,80.0,0.75,32695404676.5,
0.15,80.0,0.5,30812462082.8,
0.15,80.0,0.25,27560019731.5,
0.14,140.0,2.0,1.93861053178e+11,
0.14,140.0,1.75,1.90969088934e+11,
0.14,140.0,1.5,1.87602529401e+11,
0.14,140.0,1.25,1.83544503952e+11,
0.14,140.0,1.0,1.78461780159e+11,
0.14,140.0,0.75,1.71718041843e+11,
0.14,140.0,0.5,1.6183761868e+11,
0.14,140.0,0.25,1.44224122598e+11,
0.14,150.0,2.0,2.38491810619e+11,
0.14,150.0,1.75,2.34947531947e+11,
0.14,150.0,1.5,2.3079963429e+11,
0.14,150.0,1.25,2.25783654752e+11,
0.14,150.0,1.0,2.1949164313e+11,
0.14,150.0,0.75,2.11135867566e+11,
0.14,150.0,0.5,1.98909553386e+11,
0.14,150.0,0.25,1.7717090651e+11,
0.15,70.0,2.0,27060231017.0,
0.15,70.0,1.75,26219795073.6,
0.15,70.0,1.5,25370099649.9,
0.15,70.0,1.25,24485941853.1,
0.15,70.0,1.0,23526300361.3,
0.15,70.0,0.75,22429125772.6,
0.15,70.0,0.5,21018303966.6,
0.15,70.0,0.25,18729688049.7,
0.15,100.0,2.0,70650540304.9,
0.15,100.0,1.75,69507955386.0,
0.15,100.0,1.5,68245690059.9,
0.15,100.0,1.25,66783963984.3,
0.15,100.0,1.0,64994580656.9,
0.15,100.0,0.75,62663429517.3,
0.15,100.0,0.5,59245138532.0,
0.15,100.0,0.25,53047816937.6,
0.15,110.0,2.0,93255610046.7,
0.15,110.0,1.75,91885318134.3,
0.15,110.0,1.5,90331047532.0,
0.15,110.0,1.25,88486155515.8,
0.15,110.0,1.0,86181890198.2,
0.15,110.0,0.75,83126178831.0,
0.15,110.0,0.5,78592383830.3,
0.15,110.0,0.25,70331437180.7,
0.15,90.0,2.0,52390505940.7,
0.15,90.0,1.75,51403070140.5,
0.15,90.0,1.5,50345830381.6,
0.15,90.0,1.25,49161509373.9,
0.15,90.0,1.0,47756586496.8,
0.15,90.0,0.75,45979709942.2,
0.15,90.0,0.5,43436541593.8,
0.15,90.0,0.25,38895037188.4,
0.15,140.0,2.0,1.9163283923e+11,
0.15,140.0,1.75,1.89028320844e+11,
0.15,140.0,1.5,1.85953846887e+11,
0.15,140.0,1.25,1.82192249537e+11,
0.15,140.0,1.0,1.774100368e+11,
0.15,140.0,0.75,1.70974110058e+11,
0.15,140.0,0.5,1.61404960305e+11,
0.15,140.0,0.25,1.44098141772e+11,
0.16,70.0,2.0,26026280828.5,
0.16,70.0,1.75,25316073257.0,
0.16,70.0,1.5,24598843730.8,
0.16,70.0,1.25,23849873918.1,
0.16,70.0,1.0,23028286353.4,
0.16,70.0,0.75,22071699345.0,
0.16,70.0,0.5,20806651037.6,
0.16,70.0,0.25,18666688273.7,
0.16,90.0,2.0,51030608666.8,
0.16,90.0,1.75,50212910715.4,
0.16,90.0,1.5,49329704426.2,
0.16,90.0,1.25,48323907337.7,
0.16,90.0,1.0,47101527141.9,
0.16,90.0,0.75,45511933786.0,
0.16,90.0,0.5,43161568424.4,
0.16,90.0,0.25,38814040573.9,
0.15,130.0,2.0,1.5330203017e+11,
0.15,130.0,1.75,1.51211221121e+11,
0.15,130.0,1.5,1.48762058112e+11,
